PeakID	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
18649	chr20	60926036	60926079	+	0	NA	intron (NM_005560, intron 6 of 79)	-intron (NM_005560, intron 6 of 79)	16311	NM_005560	LAMA5	NM_005560			LAMA5			
593	chr1	16450519	16450636	+	0	NA	TTS (NM_004431)	-TTS (NM_004431)	32005	NM_004431	EPHA2	NM_004431			EPHA2			
4981	chr11	60135570	60135659	+	0	NA	Intergenic	Intergenic	-10344	NM_206939	MS4A7	NM_206938			MS4A7			
30111	chr9	126144640	126144710	+	0	NA	exon (NM_020946, exon 22 of 22)	-exon (NM_020946, exon 22 of 22)	20207	NR_030332	MIR601	NR_030332			MIR601			
3224	chr10	135186058	135186129	+	0	NA	promoter-TSS (NR_037509)	-promoter-TSS (NR_037509)	815	NM_004092	ECHS1	NM_004092			ECHS1			
23641	chr5	1277194	1277292	+	0	NA	intron (NM_198253, intron 6 of 15)	-intron (NM_001193376, intron 6 of 14)	17919	NM_001193376	TERT	NM_001193376			TERT			
16498	chr2	160122793	160122859	+	0	NA	intron (NM_152528, intron 5 of 10)	-intron (NM_001128212, intron 5 of 10)	20237	NM_152528	WDSUB1	NM_001128213			WDSUB1			
11486	chr17	21368040	21368097	+	0	NA	Intergenic	Intergenic	59620	NM_001194958	KCNJ18	NM_001194958			KCNJ18			
32116	chrX	50354197	50354240	+	0	NA	intron (NR_027121, intron 5 of 9)	-intron (NM_020717, intron 5 of 8)	-140497	NM_001013742	DGKK	NM_001013742			DGKK			
12373	chr17	7098594	7098691	+	0	NA	intron (NM_001365, intron 13 of 21)	-intron (NM_001128827, intron 11 of 19)	-15759	NM_001671	ASGR1	NM_001671			ASGR1			
27718	chr7	38089349	38089397	+	0	NA	Intergenic	Intergenic	-128435	NM_032016	STARD3NL	NM_032016			STARD3NL			
4313	chr11	129604085	129604199	+	0	NA	Intergenic	Intergenic	-81599	NM_138788	TMEM45B	NM_138788			TMEM45B			
29276	chr8	23228176	23228261	+	0	NA	intron (NM_002318, intron 1 of 13)	-intron (NM_002318, intron 1 of 13)	33504	NM_002318	LOXL2	NM_002318			LOXL2			
1397	chr1	229618939	229619004	+	0	NA	intron (NM_018230, intron 12 of 25)	-intron (NM_018230, intron 12 of 25)	25117	NM_018230	NUP133	NM_018230			NUP133			
3586	chr10	54351984	54352078	+	0	NA	Intergenic	Intergenic	179429	NM_000242	MBL2	NM_000242			MBL2			
17008	chr2	234737549	234737652	+	0	NA	Intergenic	Intergenic	25612	NM_018410	HJURP	NM_018410			HJURP			
25789	chr6	168935084	168935123	+	0	NA	intron (NM_022138, intron 4 of 12)	-intron (NM_001166412, intron 4 of 12)	93272	NM_022138	SMOC2	NM_022138			SMOC2			
20133	chr22	42910244	42910335	+	0	NA	exon (NM_015703, exon 6 of 7)	-exon (NM_015703, exon 6 of 7)	5540	NM_015703	RRP7A	NM_015703			RRP7A			
4107	chr11	116371088	116371182	+	0	NA	Intergenic	Intergenic	272579	NM_001159736	BUD13	NM_032725			BUD13			
1686	chr1	29181326	29181479	+	0	NA	intron (NM_000911, intron 1 of 2)	-intron (NM_000911, intron 1 of 2)	-32201	NM_001166007	EPB41	NM_001166005			EPB41			
9523	chr16	1062029	1062123	+	0	NA	Intergenic	Intergenic	30268	NM_014587	SOX8	NM_014587			SOX8			
5643	chr12	104822735	104822853	+	0	NA	Intergenic	Intergenic	-27898	NM_018413	CHST11	NM_018413			CHST11			
30594	chr9	137922251	137922367	+	0	NA	Intergenic	Intergenic	-44780	NM_014279	OLFM1	NM_014279			OLFM1			
10621	chr16	75765320	75765389	+	0	NA	Intergenic	Intergenic	83719	NM_018975	TERF2IP	NM_018975			TERF2IP			
32156	chrX	58307719	58307799	+	0	NA	Intergenic	Intergenic	-370692	NM_007156	ZXDA	NM_007156			ZXDA			
27424	chr7	158282602	158282656	+	0	NA	intron (NM_130843, intron 1 of 21)	-intron (NM_002847, intron 1 of 22)	42876	NR_030325	MIR595	NR_030325			MIR595			
28129	chr7	70597089	70597193	+	0	NA	promoter-TSS (NM_022479)	-promoter-TSS (NM_022479)	-648	NM_022479	WBSCR17	NM_022479			WBSCR17			
24807	chr5	55339407	55339473	+	0	NA	Intergenic	Intergenic	-48619	NM_001190981	IL6ST	NM_175767			IL6ST			
12696	chr17	76264706	76264749	+	0	NA	Intergenic	Intergenic	37336	NM_001204212	TMEM235	NM_001204210			TMEM235			
9800	chr16	2001105	2001169	+	0	NA	intron (NM_005061, intron 3 of 9)	-intron (NM_005061, intron 3 of 9)	3542	NM_005061	RPL3L	NM_005061			RPL3L			
3035	chr10	134053270	134053317	+	0	NA	intron (NM_173575, intron 2 of 11)	-intron (NM_173575, intron 2 of 11)	52879	NM_006426	DPYSL4	NM_006426			DPYSL4			
10433	chr16	596405	596480	+	0	NA	intron (NM_005632, intron 3 of 13)	-intron (NM_005632, intron 3 of 13)	3165	NR_036137	MIR3176	NR_036137			MIR3176			
6099	chr12	131622152	131622238	+	0	NA	intron (NM_198827, intron 23 of 24)	-intron (NM_198827, intron 23 of 24)	-27361	NR_026670	LOC116437	NR_026670			LOC116437			
12754	chr17	77079364	77079530	+	0	NA	intron (NM_001042573, intron 8 of 13)	-intron (NM_001042573, intron 8 of 13)	8428	NM_001042573	ENGASE	NM_001042573			ENGASE			
15022	chr19	44136558	44136658	+	0	NA	intron (NM_145296, intron 1 of 8)	-intron (NM_145296, intron 1 of 8)	7383	NM_145296	CADM4	NM_145296			CADM4			
25001	chr5	78881484	78881612	+	0	NA	Intergenic	Intergenic	-26695	NM_001114393	PAPD4	NM_001114393			PAPD4			
26040	chr6	28737199	28737320	+	0	NA	Intergenic	Intergenic	94195	NR_033379	LOC401242	NR_033379_6			LOC401242			
28382	chr7	99049426	99049519	+	0	NA	intron (NM_006693, intron 5 of 7)	-intron (NM_001081559, intron 5 of 7)	12909	NM_006693	CPSF4	NM_006693			CPSF4			
6086	chr12	131523700	131523747	+	0	NA	intron (NM_198827, intron 13 of 24)	-intron (NM_198827, intron 13 of 24)	85271	NM_198827	GPR133	NM_198827			GPR133			
14594	chr19	35534699	35534836	+	0	NA	intron (NM_182983, intron 2 of 12)	-intron (NM_002151, intron 3 of 13)	3357	NM_002151	HPN	NM_002151			HPN			
16162	chr2	121153688	121153789	+	0	NA	Intergenic	Intergenic	50019	NM_002193	INHBB	NM_002193			INHBB			
473	chr1	1556720	1556840	+	0	NA	intron (NM_001170689, intron 2 of 17)	-intron (NM_001170686, intron 2 of 19)	5535	NM_001170689	MIB2	NM_001170687			MIB2			
20276	chr22	46522784	46522920	+	0	NA	Intergenic	Intergenic	13286	NR_029479	MIRLET7B	NR_029479			MIRLET7B			
2515	chr1	916018	916057	+	0	NA	exon (NR_027693, exon 3 of 5)	-exon (NR_027693, exon 3 of 5)	1436	NR_027693	C1orf170	NR_027693			C1orf170			
5214	chr11	66807647	66807752	+	0	NA	intron (NM_177963, intron 4 of 7)	-intron (NM_001177880, intron 4 of 7)	-16590	NM_014578	RHOD	NM_014578			RHOD			
3617	chr10	61236552	61236619	+	0	NA	Intergenic	Intergenic	-113924	NM_001143773	FAM13C	NM_001143773			FAM13C			
6143	chr12	132697163	132697202	+	0	NA	intron (NM_001122636, intron 6 of 10)	-intron (NM_001122636, intron 6 of 10)	-6609	NM_021808	GALNT9	NM_001122636			GALNT9			
3860	chr10	821338	821409	+	0	NA	Intergenic	Intergenic	-85765	NM_014974	DIP2C	NM_014974			DIP2C			
13416	chr18	44773068	44773142	+	0	NA	Intergenic	Intergenic	-70360	NM_016097	IER3IP1	NM_016097			IER3IP1			
19360	chr21	46273835	46273921	+	0	NA	intron (NM_004339, intron 5 of 5)	-intron (NM_004339, intron 5 of 5)	19940	NM_004339	PTTG1IP	NM_004339			PTTG1IP			
24491	chr5	180047113	180047256	+	0	NA	exon (NM_002020, exon 17 of 30)	-exon (NM_002020, exon 17 of 30)	-28697	NM_052863	SCGB3A1	NM_052863			SCGB3A1			
23498	chr5	1080839	1080884	+	0	NA	intron (NM_006598, intron 9 of 23)	-intron (NM_006598, intron 9 of 23)	-17772	NR_039778	MIR4635	NR_039778			MIR4635			
20427	chr22	50487453	50487530	+	0	NA	Intergenic	Intergenic	36290	NM_139202	MLC1	NM_139202			MLC1			
27350	chr7	157280709	157280811	+	0	NA	Intergenic	Intergenic	86354	NR_029689	MIR153-2	NR_029689			MIR153-2			
22925	chr4	41869359	41869412	+	0	NA	Intergenic	Intergenic	-67752	NM_018126	TMEM33	NM_018126			TMEM33			
13486	chr18	597539	597631	+	0	NA	intron (NM_014410, intron 1 of 8)	-intron (NM_014410, intron 1 of 8)	587	NM_014410	CLUL1	NM_014410			CLUL1			
2550	chr1	976278	976368	+	0	NA	intron (NM_198576, intron 4 of 35)	-intron (NM_198576, intron 4 of 35)	20820	NM_198576	AGRN	NM_198576			AGRN			
12126	chr17	55244201	55244281	+	0	NA	Intergenic	Intergenic	81106	NM_001242902	AKAP1	NM_003488			AKAP1			
1307	chr1	2263663	2263763	+	0	NA	intron (NM_024848, intron 12 of 13)	-intron (NM_024848, intron 12 of 13)	20387	NR_024489	LOC100129534	NR_024489			LOC100129534			
14094	chr19	17434779	17434851	+	0	NA	TTS (NM_024050)	-TTS (NM_024050)	10823	NM_020959	ANO8	NM_020959			ANO8			
866	chr1	1909693	1909811	+	0	NA	intron (NM_001080484, intron 6 of 17)	-intron (NM_001080484, intron 6 of 17)	25524	NM_001080484	KIAA1751	NM_001080484			KIAA1751			
23691	chr5	131862401	131862441	+	0	NA	Intergenic	Intergenic	16793	NM_000879	IL5	NM_000879			IL5			
25557	chr6	159654543	159654593	+	0	NA	exon (NM_032532, exon 11 of 23)	-exon (NM_032532, exon 11 of 23)	64139	NM_032532	FNDC1	NM_032532			FNDC1			
24329	chr5	177808731	177808796	+	0	NA	intron (NM_173465, intron 2 of 28)	-intron (NM_173465, intron 2 of 28)	-148960	NM_153373	AGXT2L2	NM_153373			AGXT2L2			
8798	chr15	31352748	31352864	+	0	NA	exon (NM_001252020, exon 10 of 27)	-exon (NM_001252020, exon 10 of 27)	4538	NR_029624	MIR211	NR_029624			MIR211			
28039	chr7	57880090	57880190	+	0	NA	Intergenic	Intergenic	370257	NM_001159279	ZNF716	NM_001159279			ZNF716			
3874	chr10	828912	828966	+	0	NA	Intergenic	Intergenic	-93331	NM_014974	DIP2C	NM_014974			DIP2C			
3845	chr10	81466889	81467016	+	0	NA	Intergenic	Intergenic	24221	NR_027512	LOC650623	NR_027512			LOC650623			
5264	chr11	67790933	67791067	+	0	NA	intron (NM_001161473, intron 8 of 9)	-intron (NM_000694, intron 8 of 9)	-7084	NM_002496	NDUFS8	NM_002496			NDUFS8			
21078	chr3	160822949	160823066	+	0	NA	promoter-TSS (NM_033169)	-promoter-TSS (NM_033169)	153	NM_033167	B3GALNT1	NM_033168			B3GALNT1			
11046	chr16	88541768	88541920	+	0	NA	intron (NM_153813, intron 1 of 9)	-intron (NM_153813, intron 1 of 9)	21830	NM_153813	ZFPM1	NM_153813			ZFPM1			
12086	chr17	5001094	5001148	+	0	NA	Intergenic	Intergenic	19367	NM_153018	ZFP3	NM_153018			ZFP3			
17030	chr2	236991522	236991573	+	0	NA	intron (NM_014914, intron 15 of 16)	-intron (NM_001037131, intron 16 of 17)	85105	NM_001485	GBX2	NM_001485			GBX2			
30075	chr9	123659979	123660112	+	0	NA	Intergenic	Intergenic	16805	NM_001190947	TRAF1	NM_001190945			TRAF1			
13007	chr17	79700503	79700614	+	0	NA	Intergenic	Intergenic	21187	NM_012140	SLC25A10	NM_012140			SLC25A10			
23126	chr4	678488	678554	+	0	NA	exon (NM_032219, exon 5 of 10)	-exon (NM_032219, exon 5 of 10)	4452	NM_032219	MFSD7	NM_032219			MFSD7			
9111	chr15	70707824	70707934	+	0	NA	Intergenic	Intergenic	286741	NM_001008224	UACA	NM_001008224			UACA			
20803	chr3	129342456	129342552	+	0	NA	Intergenic	Intergenic	-16922	NM_015103	PLXND1	NM_015103			PLXND1			
18260	chr20	3759568	3759649	+	0	NA	exon (NM_015417, exon 4 of 7)	-exon (NM_015417, exon 4 of 7)	2494	NM_015417	SPEF1	NM_015417			SPEF1			
13497	chr18	60739228	60739273	+	0	NA	Intergenic	Intergenic	247363	NM_000657	BCL2	NM_000633			BCL2			
24473	chr5	179759631	179759697	+	0	NA	intron (NM_005110, intron 4 of 18)	-intron (NM_005110, intron 4 of 18)	20651	NM_005110	GFPT2	NM_005110			GFPT2			
1012	chr1	20246941	20247066	+	0	NA	intron (NM_014589, intron 3 of 3)	-intron (NM_014589, intron 3 of 3)	3107	NM_014589	PLA2G2E	NM_014589			PLA2G2E			
6881	chr12	7908785	7908864	+	0	NA	Intergenic	Intergenic	-6755	NM_203503	CLEC4C	NM_130441			CLEC4C			
28276	chr7	87973507	87973573	+	0	NA	Intergenic	Intergenic	-37312	NM_001205315	STEAP4	NM_001205315			STEAP4			
8034	chr14	105933554	105933646	+	0	NA	intron (NM_004689, intron 18 of 20)	-intron (NM_001203258, intron 18 of 20)	-7531	NM_001312	CRIP2	NM_001312			CRIP2			
6521	chr12	46963828	46963868	+	0	NA	Intergenic	Intergenic	-197203	NM_018976	SLC38A2	NM_018976			SLC38A2			
22337	chr4	154727315	154727389	+	0	NA	Intergenic	Intergenic	-17124	NM_003013	SFRP2	NM_003013			SFRP2			
20488	chr22	51159314	51159380	+	0	NA	exon (NM_001080420, exon 22 of 23)	-exon (NM_001080420, exon 22 of 23)	-17305	NM_001097	ACR	NM_001097			ACR			
6129	chr12	132655577	132655737	+	0	NA	Intergenic	Intergenic	26664	NM_024078	NOC4L	NM_024078			NOC4L			
31213	chr9	75609587	75609719	+	0	NA	Intergenic	Intergenic	-41420	NM_000689	ALDH1A1	NM_000689			ALDH1A1			
29725	chr8	70984432	70984475	+	0	NA	promoter-TSS (NM_024504)	-promoter-TSS (NM_024504)	-891	NM_024504	PRDM14	NM_024504			PRDM14			
23883	chr5	142612886	142613027	+	0	NA	Intergenic	Intergenic	170298	NM_001204261	NR3C1	NM_000176			NR3C1			
30905	chr9	140217143	140217249	+	0	NA	intron (NM_017820, intron 19 of 21)	-intron (NM_017820, intron 19 of 21)	-20493	NM_001004354	NRARP	NM_001004354			NRARP			
31510	chr9	99885314	99885450	+	0	NA	Intergenic	Intergenic	-41155	NR_002942	LOC340508	NR_002942			LOC340508			
4242	chr11	124069831	124069879	+	0	NA	Intergenic	Intergenic	-25543	NM_001007249	OR8G2	NM_001007249			OR8G2			
27098	chr7	149112400	149112475	+	0	NA	Intergenic	Intergenic	45616	NM_015694	ZNF777	NM_015694			ZNF777			
1396	chr1	22956952	22957062	+	0	NA	Intergenic	Intergenic	-6111	NM_015991	C1QA	NM_015991			C1QA			
24855	chr5	61434672	61434743	+	0	NA	Intergenic	Intergenic	-167282	NM_001098511	KIF2A	NM_001243952			KIF2A			
2992	chr10	133796182	133796220	+	0	NA	promoter-TSS (NM_004052)	-promoter-TSS (NM_004052)	-766	NM_004052	BNIP3	NM_004052			BNIP3			
18016	chr20	21086212	21086300	+	0	NA	Intergenic	Intergenic	-20368	NM_018474	PLK1S1	NM_001163022			PLK1S1			
31086	chr9	34627814	34627904	+	0	NA	exon (NM_001017363, exon 1 of 7)	-exon (NM_001017363, exon 1 of 7)	152	NM_001017363	ARID3C	NM_001017363			ARID3C			
1659	chr1	27664858	27664989	+	0	NA	Intergenic	Intergenic	-3560	NM_032872	SYTL1	NM_032872			SYTL1			
24487	chr5	180025350	180025404	+	0	NA	Intergenic	Intergenic	-6890	NM_052863	SCGB3A1	NM_052863			SCGB3A1			
20201	chr22	44766419	44766494	+	0	NA	Intergenic	Intergenic	-57725	NM_001099294	KIAA1644	NM_001099294			KIAA1644			
30492	chr9	136597580	136597650	+	0	NA	exon (NM_001134707, exon 3 of 21)	-exon (NM_001134707, exon 3 of 21)	5864	NM_001134707	SARDH	NM_007101			SARDH			
12039	chr17	4767945	4768110	+	0	NA	intron (NM_170663, intron 1 of 31)	-intron (NM_001024937, intron 1 of 31)	31392	NM_015716	MINK1	NM_153827			MINK1			
28179	chr7	73619308	73619407	+	0	NA	Intergenic	Intergenic	-4730	NM_014146	LAT2	NM_032464			LAT2			
31110	chr9	36527759	36527840	+	0	NA	Intergenic	Intergenic	-45060	NR_046337	MELK	NM_001256692			MELK			
3944	chr10	94980753	94980802	+	0	NA	Intergenic	Intergenic	147130	NM_000783	CYP26A1	NM_000783			CYP26A1			
3567	chr10	50817850	50817998	+	0	NA	promoter-TSS (NM_003055)	-promoter-TSS (NM_003055)	-423	NM_003055	SLC18A3	NM_003055			SLC18A3			
11578	chr17	27899414	27899511	+	0	NA	exon (NM_138349, exon 6 of 7)	-exon (NM_138349, exon 6 of 7)	3723	NM_138349	TP53I13	NM_138349			TP53I13			
9214	chr15	77789351	77789399	+	0	NA	Intergenic	Intergenic	76132	NM_018200	HMG20A	NM_018200			HMG20A			
31954	chrX	2501627	2501775	+	0	NA	Intergenic	Intergenic	-25605	NR_033381	CD99P1	NR_033381_1			CD99P1			
25102	chr5	94956767	94956921	+	0	NA	exon (NM_199243, exon 1 of 1)	-exon (NM_199243, exon 1 of 1)	864	NM_199243	GPR150	NM_199243			GPR150			
28219	chr7	77606152	77606285	+	0	NA	Intergenic	Intergenic	136771	NM_001127359	PHTF2	NM_001127357			PHTF2			
29297	chr8	26226395	26226479	+	0	NA	intron (NM_002717, intron 9 of 9)	-intron (NM_001177591, intron 9 of 9)	-14086	NM_004331	BNIP3L	NM_004331			BNIP3L			
29667	chr8	65598147	65598262	+	0	NA	intron (NM_004820, intron 1 of 5)	-intron (NM_004820, intron 1 of 5)	105409	NM_152414	BHLHE22	NM_152414			BHLHE22			
12330	chr17	67492573	67492632	+	0	NA	intron (NM_002758, intron 1 of 11)	-intron (NM_002758, intron 1 of 11)	81764	NM_002758	MAP2K6	NM_002758			MAP2K6			
14737	chr19	3785829	3785925	+	0	NA	intron (NM_139355, intron 1 of 13)	-intron (NM_002378, intron 2 of 13)	538	NM_139355	MATK	NM_002378			MATK			
7041	chr13	106746507	106746638	+	0	NA	Intergenic	Intergenic	-282339	NR_034119	LINC00460	NR_034119			LINC00460			
1470	chr1	236647737	236647834	+	0	NA	exon (NM_080738, exon 6 of 6)	-exon (NM_080738, exon 6 of 6)	-33729	NM_201545	LGALS8	NM_201544			LGALS8			
472	chr1	155577645	155577735	+	0	NA	Intergenic	Intergenic	-2271	NM_001256532	MSTO1	NR_046295			MSTO1			
24133	chr5	172047652	172047712	+	0	NA	Intergenic	Intergenic	-20594	NM_001142651	NEURL1B	NM_001142651			NEURL1B			
28662	chr8	128591405	128591471	+	0	NA	Intergenic	Intergenic	-97054	NR_024393	LOC727677	NR_024393			LOC727677			
6320	chr12	2384402	2384554	+	0	NA	intron (NM_199460, intron 3 of 49)	-intron (NM_000719, intron 3 of 46)	222062	NM_001129844	CACNA1C	NM_001129827			CACNA1C			
9351	chr15	89903679	89903718	+	0	NA	Intergenic	Intergenic	-7550	NR_029692	MIR9-3	NR_029692			MIR9-3			
14183	chr19	18539951	18540082	+	0	NA	intron (NM_032627, intron 4 of 17)	-intron (NM_001009998, intron 4 of 16)	8103	NM_001253389	ISYNA1	NR_045574			ISYNA1			
18385	chr20	47448546	47448606	+	0	NA	Intergenic	Intergenic	-4156	NM_020820	PREX1	NM_020820			PREX1			
31201	chr9	74061873	74062018	+	0	NA	Intergenic	Intergenic	321855	NM_001135820	TMEM2	NM_001135820			TMEM2			
2367	chr1	70066588	70066658	+	0	NA	Intergenic	Intergenic	-159235	NM_020794	LRRC7	NM_020794			LRRC7			
28430	chr8	103501913	103501988	+	0	NA	Intergenic	Intergenic	-61898	NM_024410	ODF1	NM_024410			ODF1			
31779	chrX	151902517	151902649	+	0	NA	promoter-TSS (NM_001102576)	-promoter-TSS (NM_001102576)	518	NM_001166386	MAGEA12	NM_001166387			MAGEA12			
16878	chr2	222436320	222436395	+	0	NA	intron (NM_004438, intron 1 of 17)	-intron (NM_004438, intron 1 of 17)	653	NM_004438	EPHA4	NM_004438			EPHA4			
9827	chr16	2139883	2140031	+	0	NA	TTS (NR_030646)	-TTS (NR_030646)	328	NR_030646	MIR1225	NR_030646			MIR1225			
21072	chr3	159600768	159600827	+	0	NA	intron (NM_014575, intron 3 of 7)	-intron (NM_001197107, intron 3 of 7)	43147	NM_001197109	SCHIP1	NM_001197107			SCHIP1			
1411	chr1	230572321	230572368	+	0	NA	Intergenic	Intergenic	-58953	NM_024554	PGBD5	NM_024554			PGBD5			
24308	chr5	177680645	177680776	+	0	NA	intron (NM_173465, intron 16 of 28)	-intron (NM_173465, intron 16 of 28)	-20907	NM_153373	AGXT2L2	NM_153373			AGXT2L2			
8731	chr15	26293348	26293427	+	0	NA	intron (NR_040082, intron 2 of 4)	-intron (NR_040082, intron 2 of 4)	-67573	NR_038851	LOC503519	NR_038851			LOC503519			
20522	chr3	105773563	105773629	+	0	NA	Intergenic	Intergenic	-185709	NM_170662	CBLB	NM_170662			CBLB			
11625	chr17	30717	30814	+	0	NA	intron (NM_003585, intron 1 of 5)	-intron (NM_003585, intron 1 of 5)	655	NM_003585	DOC2B	NM_003585			DOC2B			
22618	chr4	186049082	186049133	+	0	NA	Intergenic	Intergenic	-15310	NM_001151	SLC25A4	NM_001151			SLC25A4			
26810	chr7	122546391	122546523	+	0	NA	Intergenic	Intergenic	-19644	NM_001167940	CADPS2	NM_001009571			CADPS2			
27404	chr7	157873500	157873563	+	0	NA	intron (NM_130843, intron 10 of 21)	-intron (NM_002847, intron 11 of 22)	226254	NR_038966	LOC100506585	NR_038966			LOC100506585			
30435	chr9	135848742	135848814	+	0	NA	Intergenic	Intergenic	-5320	NM_004188	GFI1B	NM_001135031			GFI1B			
8037	chr14	105944188	105944340	+	0	NA	intron (NM_001312, intron 1 of 7)	-intron (NM_001312, intron 1 of 7)	3133	NM_001312	CRIP2	NM_001312			CRIP2			
21015	chr3	150575943	150576024	+	0	NA	Intergenic	Intergenic	86040	NM_052995	CLRN1	NM_001195794			CLRN1			
563	chr1	161387658	161387724	+	0	NA	Intergenic	Intergenic	-50027	NM_001013625	C1orf192	NM_001013625			C1orf192			
12856	chr17	7826639	7826765	+	0	NA	intron (NM_004732, intron 13 of 13)	-intron (NM_004732, intron 13 of 13)	6051	NM_004732	KCNAB3	NM_004732			KCNAB3			
3126	chr10	134740916	134741015	+	0	NA	intron (NM_001200049, intron 9 of 57)	-intron (NM_001200049, intron 9 of 57)	15124	NM_001200049	TTC40	NM_001200049			TTC40			
28772	chr8	141724201	141724281	+	0	NA	intron (NM_153831, intron 23 of 31)	-intron (NM_001199649, intron 23 of 32)	-78595	NM_001164623	EIF2C2	NM_012154			EIF2C2			
25235	chr6	11391134	11391219	+	0	NA	Intergenic	Intergenic	-8595	NM_001142393	NEDD9	NM_001142393			NEDD9			
12715	chr17	76481457	76481598	+	0	NA	intron (NM_173628, intron 47 of 80)	-intron (NM_173628, intron 47 of 80)	91949	NM_173628	DNAH17	NM_173628			DNAH17			
15127	chr19	46443598	46443656	+	0	NA	exon (NM_002516, exon 4 of 4)	-exon (NM_002516, exon 4 of 4)	-25591	NM_001029861	NANOS2	NM_001029861			NANOS2			
8067	chr14	106663255	106663399	+	0	NA	Intergenic	Intergenic	-80942	NR_033375	LINC00226	NR_033375			LINC00226			
20277	chr22	46527926	46528079	+	0	NA	Intergenic	Intergenic	18436	NR_029479	MIRLET7B	NR_029479			MIRLET7B			
12488	chr17	72932198	72932254	+	0	NA	intron (NM_178233, intron 1 of 6)	-intron (NM_178233, intron 1 of 6)	329	NM_178233	OTOP3	NM_178233			OTOP3			
25093	chr5	93077053	93077125	+	0	NA	exon (NM_153216, exon 1 of 1)	-exon (NM_153216, exon 1 of 1)	220	NM_153216	POU5F2	NM_153216			POU5F2			
23679	chr5	131111314	131111380	+	0	NA	intron (NM_133372, intron 1 of 17)	-intron (NM_001008738, intron 1 of 16)	21409	NM_133372	FNIP1	NM_001008738			FNIP1			
22586	chr4	184638104	184638228	+	0	NA	Intergenic	Intergenic	57746	NM_199053	TRAPPC11	NM_199053			TRAPPC11			
11603	chr17	29249086	29249161	+	0	NA	exon (NM_018404, exon 1 of 11)	-exon (NM_018404, exon 1 of 11)	369	NM_018404	ADAP2	NM_018404			ADAP2			
28498	chr8	11058166	11058220	+	0	NA	exon (NM_173683, exon 1 of 3)	-exon (NM_173683, exon 1 of 3)	682	NM_173683	XKR6	NM_173683			XKR6			
3459	chr10	43728231	43728325	+	0	NA	intron (NM_145313, intron 1 of 12)	-intron (NM_145313, intron 1 of 12)	34089	NM_145313	RASGEF1A	NM_145313			RASGEF1A			
7356	chr13	25255093	25255227	+	0	NA	intron (NM_001676, intron 1 of 22)	-intron (NM_001185085, intron 1 of 22)	611	NM_001185085	ATP12A	NM_001676			ATP12A			
31261	chr9	83114697	83114776	+	0	NA	Intergenic	Intergenic	927858	NM_007005	TLE4	NM_007005			TLE4			
12584	chr17	74475005	74475049	+	0	NA	exon (NM_001005498, exon 5 of 18)	-exon (NM_001005498, exon 5 of 18)	8964	NM_001005498	RHBDF2	NM_024599			RHBDF2			
14222	chr19	18906423	18906467	+	0	NA	Intergenic	Intergenic	-4331	NM_000095	COMP	NM_000095			COMP			
8017	chr14	105624812	105624955	+	0	NA	intron (NM_145159, intron 2 of 24)	-intron (NM_002226, intron 2 of 25)	10278	NM_002226	JAG2	NM_002226			JAG2			
19426	chr21	46933447	46933557	+	0	NA	exon (NM_030582, exon 42 of 42)	-exon (NM_030582, exon 42 of 42)	21040	NM_001205207	SLC19A1	NM_194255			SLC19A1			
3098	chr10	134617535	134617588	+	0	NA	Intergenic	Intergenic	-18024	NM_177400	NKX6-2	NM_177400			NKX6-2			
24615	chr5	31326892	31326958	+	0	NA	exon (NM_004932, exon 12 of 12)	-exon (NM_004932, exon 12 of 12)	133163	NM_004932	CDH6	NM_004932			CDH6			
