,PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
4921,25694,chr8,144176318,144176389,+,0,,Intergenic,Intergenic,55674,NM_173687,C8orf31,NM_173687,,,C8orf31,,,
4922,21708,chr5,180041587,180041638,+,0,,"intron (NM_182925, intron 23 of 29)","-intron (NM_002020, intron 23 of 29)",-23125,NM_052863,SCGB3A1,NM_052863,,,SCGB3A1,,,
4923,11332,chr17,77163947,77164084,+,0,,"intron (NM_001082575, intron 3 of 13)","-intron (NM_001082575, intron 3 of 13)",92996,NM_001042573,ENGASE,NM_001042573,,,ENGASE,,,
4924,375,chr1,154904805,154904861,+,0,,"exon (NM_006556, exon 2 of 5)","-exon (NM_006556, exon 2 of 5)",4651,NM_006556,PMVK,NM_006556,,,PMVK,,,
4925,22233,chr5,73936855,73936904,+,0,,"exon (NM_001256574, exon 1 of 4)","-exon (NM_001256574, exon 1 of 4)",370,NM_001256575,ENC1,NM_001256574,,,ENC1,,,
4926,10479,chr17,28088446,28088486,+,0,,"intron (NM_033389, intron 2 of 14)","-intron (NM_033389, intron 2 of 14)",-140025,NM_032854,CORO6,NM_032854,,,CORO6,,,
4927,2766,chr10,15468437,15468486,+,0,,Intergenic,Intergenic,-55403,NM_001010924,FAM171A1,NM_001010924,,,FAM171A1,,,
4928,23325,chr6,4603647,4603733,+,0,,Intergenic,Intergenic,-102703,NR_026590,CDYL,NM_004824,,,CDYL,,,
4929,19332,chr4,118764112,118764178,+,0,,Intergenic,Intergenic,-191355,NM_004784,NDST3,NM_004784,,,NDST3,,,
4930,13198,chr19,42654003,42654043,+,0,,Intergenic,Intergenic,-16358,NR_036208,MIR4323,NR_036208,,,MIR4323,,,
4931,24812,chr7,56516026,56516083,+,0,,promoter-TSS (NR_029420),-promoter-TSS (NR_029420),14,NR_029420,LOC650226,NR_029420,,,LOC650226,,,
4932,14774,chr2,19890436,19890506,+,0,,Intergenic,Intergenic,-178144,NR_033875,FLJ12334,NR_033875,,,FLJ12334,,,
4933,814,chr1,20141319,20141442,+,0,,"exon (NM_019062, exon 1 of 1)","-exon (NM_019062, exon 1 of 1)",391,NM_019062,RNF186,NM_019062,,,RNF186,,,
4934,8029,chr15,21905357,21905460,+,0,,Intergenic,Intergenic,35331,NR_027053,LOC646214,NR_027053,,,LOC646214,,,
4935,23401,chr6,55588888,55588955,+,0,,Intergenic,Intergenic,-144909,NM_001042406,HMGCLL1,NM_001042406,,,HMGCLL1,,,
4936,22797,chr6,168505570,168505660,+,0,,Intergenic,Intergenic,-25776,NM_024919,FRMD1,NM_001122841,,,FRMD1,,,
4937,1745,chr1,47489283,47489421,+,0,,"exon (NM_178033, exon 1 of 12)","-exon (NM_178033, exon 1 of 12)",112,NM_178033,CYP4X1,NM_178033,,,CYP4X1,,,
4938,17840,chr22,49759786,49759829,+,0,,Intergenic,Intergenic,291383,NR_026997,C22orf34,NR_026997,,,C22orf34,,,
4939,2781,chr10,16563240,16563330,+,0,,"exon (NM_001010908, exon 1 of 2)","-exon (NM_001010908, exon 1 of 2)",719,NM_001010908,C1QL3,NM_001010908,,,C1QL3,,,
4940,4841,chr11,78129400,78129529,+,0,,promoter-TSS (NM_080491),-promoter-TSS (NM_080491),-596,NM_080491,GAB2,NM_080491,,,GAB2,,,
4941,9996,chr16,88503092,88503193,+,0,,"exon (NM_001127464, exon 2 of 2)","-exon (NM_001127464, exon 2 of 2)",9263,NM_001127464,ZNF469,NM_001127464,,,ZNF469,,,
4942,4003,chr11,2036950,2037075,+,0,,Intergenic,Intergenic,-17947,NR_002196,H19,NR_002196,,,H19,,,
4943,10283,chr17,1466710,1466845,+,0,,promoter-TSS (NM_006224),-promoter-TSS (NM_006224),-667,NM_006224,PITPNA,NM_006224,,,PITPNA,,,
4944,11249,chr17,75277298,75277413,+,0,,promoter-TSS (NM_001113491),-promoter-TSS (NM_001113491),-137,NM_001113491,SEPT9,NM_006640,,,SEPT9,,,
4945,7793,chr14,80097884,80097931,+,0,,"intron (NM_138970, intron 2 of 5)","-intron (NM_001105250, intron 2 of 6)",352253,NM_001105250,NRXN3,NM_004796,,,NRXN3,,,
4946,25545,chr8,142657788,142657898,+,0,,Intergenic,Intergenic,-140513,NM_207414,FLJ43860,NM_207414,,,FLJ43860,,,
4947,4193,chr11,31036538,31036653,+,0,,Intergenic,Intergenic,-22362,NM_020869,DCDC5,NM_020869,,,DCDC5,,,
4948,23539,chr6,8867031,8867082,+,0,,Intergenic,Intergenic,214614,NR_004855,HULC,NR_004855,,,HULC,,,
4949,19445,chr4,138558367,138558433,+,0,,Intergenic,Intergenic,-104771,NM_019035,PCDH18,NM_019035,,,PCDH18,,,
4950,303,chr1,14926055,14926133,+,0,,"intron (NM_201628, intron 1 of 14)","-intron (NM_015209, intron 1 of 7)",881,NM_015209,KAZN,NM_001018000,,,KAZN,,,
4951,18706,chr3,195495914,195496067,+,0,,"exon (NM_004532, exon 6 of 24)","-exon (NM_004532, exon 6 of 24)",42854,NM_004532,MUC4,NM_018406,,,MUC4,,,
4952,12992,chr19,37564500,37564565,+,0,,Intergenic,Intergenic,-4850,NM_144689,ZNF420,NM_144689,,,ZNF420,,,
4953,4051,chr11,21832917,21833015,+,0,,Intergenic,Intergenic,-381756,NM_213599,ANO5,NM_001142649,,,ANO5,,,
4954,1536,chr1,3484273,3484352,+,0,,"intron (NM_001409, intron 4 of 36)","-intron (NM_001409, intron 4 of 36)",-6958,NR_030277,MIR551A,NR_030277,,,MIR551A,,,
4955,1729,chr1,47018033,47018176,+,0,,"intron (NR_038403, intron 3 of 7)","-intron (NR_038403, intron 3 of 7)",-1217,NM_001097611,KNCN,NM_001097611,,,KNCN,,,
4956,6797,chr13,31926442,31926540,+,0,,Intergenic,Intergenic,152379,NM_194318,B3GALTL,NM_194318,,,B3GALTL,,,
4957,1779,chr1,50893188,50893228,+,0,,Intergenic,Intergenic,-4089,NM_032110,DMRTA2,NM_032110,,,DMRTA2,,,
4958,20252,chr4,48492500,48492582,+,0,,TTS (NM_152679),-TTS (NM_152679),232,NM_175619,ZAR1,NM_175619,,,ZAR1,,,
4959,1266,chr1,26551923,26552047,+,0,,Intergenic,Intergenic,-8708,NM_022778,CEP85,NM_022778,,,CEP85,,,
4960,26750,chr9,128142950,128143071,+,0,,Intergenic,Intergenic,118899,NM_015635,GAPVD1,NM_015635,,,GAPVD1,,,
4961,8063,chr15,25257691,25257756,+,0,,Intergenic,Intergenic,25651,NR_001292,SNORD108,NR_001292,,,SNORD108,,,
4962,18176,chr3,127012626,127012685,+,0,,Intergenic,Intergenic,286625,NM_016372,TPRA1,NM_001142646,,,TPRA1,,,
4963,24919,chr7,6894842,6894906,+,0,,Intergenic,Intergenic,-28948,NM_198097,CCZ1B,NM_198097,,,CCZ1B,,,
4964,5766,chr12,234869,234932,+,0,,"exon (NM_001170738, exon 3 of 14)","-exon (NM_001170738, exon 3 of 14)",23432,NR_033859,LOC574538,NR_033859,,,LOC574538,,,
4965,1564,chr1,36165626,36165693,+,0,,Intergenic,Intergenic,19131,NM_152374,C1orf216,NM_152374,,,C1orf216,,,
4966,14424,chr2,131422161,131422223,+,0,,Intergenic,Intergenic,-15431,NR_023391,CYP4F30P,NR_023391,,,CYP4F30P,,,
4967,21618,chr5,178446117,178446203,+,0,,Intergenic,Intergenic,-4616,NM_001136116,ZNF879,NM_001136116,,,ZNF879,,,
4968,17748,chr22,48896320,48896378,+,0,,"intron (NM_001082967, intron 1 of 3)","-intron (NM_001082967, intron 1 of 3)",11061,NM_001082967,FAM19A5,NM_001082967,,,FAM19A5,,,
4969,14239,chr2,115920529,115920567,+,0,,"intron (NM_001004360, intron 1 of 25)","-intron (NM_001004360, intron 1 of 25)",864,NM_001004360,DPP10,NM_001178037,,,DPP10,,,
4970,10500,chr17,29755382,29755460,+,0,,"intron (NM_032932, intron 1 of 14)","-intron (NM_032932, intron 1 of 14)",36779,NM_032932,RAB11FIP4,NM_032932,,,RAB11FIP4,,,
4971,2816,chr10,2185435,2185513,+,0,,Intergenic,Intergenic,-128932,NR_040253,LOC282980,NR_040253,,,LOC282980,,,
4972,18258,chr3,13234689,13234807,+,0,,Intergenic,Intergenic,-120131,NM_001134382,IQSEC1,NM_014869,,,IQSEC1,,,
4973,27577,chr9,40812600,40812732,+,0,,Intergenic,Intergenic,-20554,NM_033160,ZNF658,NM_033160,,,ZNF658,,,
4974,8086,chr15,27017511,27017608,+,0,,"exon (NM_000814, exon 3 of 9)","-exon (NM_000814, exon 3 of 9)",664,NM_000814,GABRB3,NM_001191321,,,GABRB3,,,
4975,11180,chr17,72933719,72933856,+,0,,"intron (NM_178233, intron 1 of 6)","-intron (NM_178233, intron 1 of 6)",1890,NM_178233,OTOP3,NM_178233,,,OTOP3,,,
4976,12367,chr19,17474451,17474543,+,0,,"intron (NM_031310, intron 3 of 5)","-intron (NM_031310, intron 3 of 5)",13640,NM_031310,PLVAP,NM_031310,,,PLVAP,,,
4977,9160,chr16,28605224,28605347,+,0,,"intron (NM_177528, intron 4 of 7)","-intron (NM_001054, intron 4 of 7)",2516,NM_177528,SULT1A2,NM_177528,,,SULT1A2,,,
4978,16785,chr21,34392561,34392607,+,0,,Intergenic,Intergenic,-5632,NM_005806,OLIG2,NM_005806,,,OLIG2,,,
4979,11416,chr17,78021722,78021790,+,0,,"intron (NM_017950, intron 4 of 19)","-intron (NM_001243342, intron 4 of 17)",11325,NM_001243342,CCDC40,NM_017950,,,CCDC40,,,
4980,7051,chr13,94838171,94838237,+,0,,"intron (NM_005708, intron 4 of 8)","-intron (NM_005708, intron 4 of 8)",293732,NM_001922,DCT,NM_001129889,,,DCT,,,
4981,20053,chr4,3540420,3540528,+,0,,Intergenic,Intergenic,-6250,NM_002337,LRPAP1,NM_002337,,,LRPAP1,,,
4982,25097,chr7,99064159,99064268,+,0,,promoter-TSS (NM_001003713),-promoter-TSS (NM_001003713),-389,NM_001198879,ATP5J2-PTCD1,NM_001198879,,,ATP5J2-PTCD1,,,
4983,13444,chr19,49575083,49575134,+,0,,"intron (NM_031886, intron 1 of 1)","-intron (NM_031886, intron 1 of 1)",1090,NM_031886,KCNA7,NM_031886,,,KCNA7,,,
4984,12700,chr19,29218629,29218669,+,0,,Intergenic,Intergenic,-237389,NR_027318,LOC148145,NR_027318,,,LOC148145,,,
4985,22597,chr6,154212189,154212321,+,0,,Intergenic,Intergenic,-119376,NM_001145280,OPRM1,NM_001008503,,,OPRM1,,,
4986,7502,chr14,25898233,25898299,+,0,,Intergenic,Intergenic,-379171,NM_014178,STXBP6,NM_014178,,,STXBP6,,,
4987,28765,chrY,13489644,13489768,+,0,,Intergenic,Intergenic,1043683,NR_033667,GYG2P1,NR_033667,,,GYG2P1,,,
4988,25732,chr8,144482075,144482146,+,0,,Intergenic,Intergenic,30492,NM_201589,MAFA,NM_201589,,,MAFA,,,
4989,18152,chr3,126018869,126018973,+,0,,Intergenic,Intergenic,57315,NM_014079,KLF15,NM_014079,,,KLF15,,,
4990,7471,chr14,23846489,23846630,+,0,,TTS (NM_022789),-TTS (NM_022789),542,NM_001037288,CMTM5,NM_138460,,,CMTM5,,,
4991,15615,chr2,79739973,79740071,+,0,,promoter-TSS (NM_001164883),-promoter-TSS (NM_001164883),-38,NM_001164883,CTNNA2,NM_001164883,,,CTNNA2,,,
4992,9309,chr16,33962416,33962457,+,0,,promoter-TSS (NR_038368),-promoter-TSS (NR_038368),67,NR_038368,LINC00273,NR_038368,,,LINC00273,,,
4993,17460,chr22,38422891,38423030,+,0,,Intergenic,Intergenic,-30302,NM_012407,PICK1,NM_001039584,,,PICK1,,,
4994,22489,chr6,130581896,130581978,+,0,,Intergenic,Intergenic,-37838,NM_001017373,SAMD3,NM_001017373,,,SAMD3,,,
4995,18483,chr3,161696797,161696898,+,0,,Intergenic,Intergenic,482251,NM_001080440,OTOL1,NM_001080440,,,OTOL1,,,
4996,11124,chr17,71949078,71949244,+,0,,Intergenic,Intergenic,-124485,NR_027146,LINC00469,NR_027146,,,LINC00469,,,
4997,345,chr1,153326837,153326970,+,0,,Intergenic,Intergenic,-3427,NM_002965,S100A9,NM_002965,,,S100A9,,,
4998,20792,chr5,114031261,114031341,+,0,,Intergenic,Intergenic,262074,NM_170775,KCNN2,NM_021614,,,KCNN2,,,
4999,6543,chr13,112727178,112727220,+,0,,Intergenic,Intergenic,5286,NM_005986,SOX1,NM_005986,,,SOX1,,,
5000,8140,chr15,29420638,29420746,+,0,,"intron (NM_015307, intron 8 of 10)","-intron (NM_015307, intron 8 of 10)",141328,NM_138704,NDNL2,NM_138704,,,NDNL2,,,
5001,24660,chr7,44078303,44078362,+,0,,promoter-TSS (NR_015401),-promoter-TSS (NR_015401),-366,NR_015401,FLJ35390,NR_024416,,,FLJ35390,,,
5002,1847,chr1,58715174,58715318,+,0,,"intron (NM_021080, intron 1 of 16)","-intron (NM_021080, intron 1 of 16)",965,NM_021080,DAB1,NM_021080,,,DAB1,,,
5003,3014,chr10,44223998,44224128,+,0,,Intergenic,Intergenic,61802,NR_002726,HNRNPA3P1,NR_002726,,,HNRNPA3P1,,,
5004,23133,chr6,33223426,33223493,+,0,,TTS (NR_044997),-TTS (NR_044997),6146,NR_044997,HCG25,NR_044997,,,HCG25,,,
5005,28631,chrX,78130198,78130330,+,0,,Intergenic,Intergenic,26482,NR_036258,MIR4328,NR_036258,,,MIR4328,,,
5006,14423,chr2,131368137,131368226,+,0,,Intergenic,Intergenic,-10930,NM_001079530,CFC1B,NM_001079530_1,,,CFC1B,,,
5007,1126,chr1,238485702,238485787,+,0,,Intergenic,Intergenic,163573,NR_015407,LOC339535,NR_015407,,,LOC339535,,,
5008,14768,chr2,195768764,195768897,+,0,,Intergenic,Intergenic,-752702,NM_001127257,SLC39A10,NM_001127257,,,SLC39A10,,,
5009,25177,chr8,109094253,109094330,+,0,,"intron (NM_178565, intron 2 of 5)","-intron (NM_178565, intron 2 of 5)",1622,NM_178565,RSPO2,NM_178565,,,RSPO2,,,
5010,21572,chr5,177811550,177811647,+,0,,"intron (NM_173465, intron 2 of 28)","-intron (NM_173465, intron 2 of 28)",-151795,NM_153373,AGXT2L2,NM_153373,,,AGXT2L2,,,
5011,9067,chr16,2240243,2240292,+,0,,"intron (NM_020764, intron 2 of 19)","-intron (NM_020764, intron 2 of 19)",6198,NM_020764,CASKIN1,NM_020764,,,CASKIN1,,,
5012,3735,chr11,1256759,1256827,+,0,,"intron (NM_002458, intron 23 of 48)","-intron (NM_002458, intron 23 of 48)",12498,NM_002458,MUC5B,NM_002458,,,MUC5B,,,
5013,11397,chr17,77810695,77810816,+,0,,"intron (NM_003655, intron 3 of 4)","-intron (NM_003655, intron 3 of 4)",2458,NM_003655,CBX4,NM_003655,,,CBX4,,,
5014,15653,chr2,86425988,86426121,+,0,,promoter-TSS (NM_016622),-promoter-TSS (NM_016622),-502,NM_145644,MRPL35,NM_016622,,,MRPL35,,,
5015,742,chr1,192146718,192146782,+,0,,"intron (NM_130782, intron 3 of 4)","-intron (NM_130782, intron 3 of 4)",19158,NM_130782,RGS18,NM_130782,,,RGS18,,,
5016,5310,chr12,123540858,123540924,+,0,,"intron (NM_020845, intron 1 of 24)","-intron (NM_020845, intron 1 of 24)",-25040,NR_038290,LOC100507091,NR_038290,,,LOC100507091,,,
5017,13944,chr19,709983,710111,+,0,,"intron (NM_002579, intron 1 of 8)","-intron (NM_001040134, intron 1 of 7)",1094,NM_001040134,PALM,NM_002579,,,PALM,,,
5018,1851,chr1,5893100,5893250,+,0,,Intergenic,Intergenic,29626,NR_039838,MIR4689,NR_039838,,,MIR4689,,,
5019,10120,chr16,89234998,89235048,+,0,,"exon (NR_046200, exon 3 of 3)","-exon (NR_046200, exon 3 of 3)",2232,NR_046200,LOC400558,NR_046200,,,LOC400558,,,
5020,27099,chr9,138120709,138120765,+,0,,Intergenic,Intergenic,47282,NR_046107,LOC401557,NR_046107,,,LOC401557,,,
5021,19845,chr4,187026049,187026114,+,0,,Intergenic,Intergenic,35772,NM_003265,TLR3,NM_003265,,,TLR3,,,
5022,20289,chr4,5389632,5389766,+,0,,"intron (NM_018401, intron 4 of 11)","-intron (NM_018401, intron 4 of 11)",-137184,NM_005750,C4orf6,NM_005750,,,C4orf6,,,
5023,18411,chr3,14861209,14861357,+,0,,"exon (NM_152536, exon 1 of 20)","-exon (NM_152536, exon 1 of 20)",814,NM_152536,FGD5,NM_152536,,,FGD5,,,
5024,13033,chr19,38733941,38734048,+,0,,Intergenic,Intergenic,13237,NM_001243947,PPP1R14A,NM_001243947,,,PPP1R14A,,,
5025,18322,chr3,138723483,138723616,+,0,,"exon (NM_001134659, exon 1 of 1)","-exon (NM_001134659, exon 1 of 1)",1561,NM_001134659,PRR23A,NM_001134659,,,PRR23A,,,
5026,735,chr1,191881186,191881317,+,0,,Intergenic,Intergenic,-246341,NM_130782,RGS18,NM_130782,,,RGS18,,,
5027,2166,chr10,108838841,108838907,+,0,,"intron (NM_052918, intron 1 of 25)","-intron (NM_001013031, intron 1 of 26)",85592,NM_001013031,SORCS1,NM_001206570,,,SORCS1,,,
5028,6047,chr12,50355190,50355272,+,0,,promoter-TSS (NM_001651),-promoter-TSS (NM_001651),-48,NM_001651,AQP5,NM_001651,,,AQP5,,,
5029,24006,chr7,148931404,148931530,+,0,,Intergenic,Intergenic,-5275,NM_012256,ZNF212,NM_012256,,,ZNF212,,,
5030,8868,chr16,1200087,1200235,+,0,,Intergenic,Intergenic,-3080,NM_021098,CACNA1H,NM_001005407,,,CACNA1H,,,
5031,20420,chr4,6799521,6799640,+,0,,"intron (NM_001100590, intron 1 of 8)","-intron (NM_001100590, intron 1 of 8)",15121,NM_014743,KIAA0232,NM_014743,,,KIAA0232,,,
5032,1041,chr1,2285116,2285211,+,0,,"intron (NM_024848, intron 10 of 13)","-intron (NM_024848, intron 10 of 13)",-1063,NR_024489,LOC100129534,NR_024489,,,LOC100129534,,,
5033,7276,chr14,104971649,104971801,+,0,,Intergenic,Intergenic,-74331,NM_001008404,C14orf180,NM_001008404,,,C14orf180,,,
5034,11461,chr17,79136156,79136270,+,0,,"intron (NM_001080395, intron 1 of 13)","-intron (NM_001080395, intron 1 of 13)",-3094,NR_027255,AATK-AS1,NR_027255,,,AATK-AS1,,,
5035,20015,chr4,30664579,30664660,+,0,,Intergenic,Intergenic,-57411,NM_032456,PCDH7,NM_002589,,,PCDH7,,,
5036,21698,chr5,179597738,179597812,+,0,,"intron (NM_175062, intron 1 of 13)","-intron (NM_175062, intron 1 of 13)",38355,NM_175062,RASGEF1C,NM_175062,,,RASGEF1C,,,
5037,14932,chr2,223536428,223536494,+,0,,promoter-TSS (NM_058165),-promoter-TSS (NM_058165),4,NM_058165,MOGAT1,NM_058165,,,MOGAT1,,,
5038,19643,chr4,164264862,164264919,+,0,,promoter-TSS (NM_006174),-promoter-TSS (NM_006174),-201,NM_006174,NPY5R,NM_006174,,,NPY5R,,,
5039,9940,chr16,87627893,87627969,+,0,,Intergenic,Intergenic,-8568,NM_020655,JPH3,NM_020655,,,JPH3,,,
5040,7599,chr14,48134793,48134844,+,0,,"intron (NM_001113498, intron 1 of 16)","-intron (NM_001113498, intron 1 of 16)",9339,NM_001113498,MDGA2,NM_001113498,,,MDGA2,,,
5041,19613,chr4,160636546,160636679,+,0,,Intergenic,Intergenic,447614,NM_014247,RAPGEF2,NM_014247,,,RAPGEF2,,,
5042,14683,chr2,1748204,1748273,+,0,,promoter-TSS (NM_012293),-promoter-TSS (NM_012293),53,NM_012293,PXDN,NM_012293,,,PXDN,,,
5043,6712,chr13,25745597,25745648,+,0,,"exon (NM_152704, exon 1 of 1)","-exon (NM_152704, exon 1 of 1)",235,NM_199138,FAM123A,NM_199138,,,FAM123A,,,
5044,12516,chr19,19455761,19455853,+,0,,"intron (NM_015329, intron 11 of 18)","-intron (NM_015329, intron 11 of 18)",24177,NM_015329,MAU2,NM_015329,,,MAU2,,,
5045,4633,chr11,67618269,67618393,+,0,,Intergenic,Intergenic,-45524,NR_024249,FAM86C2P,NR_024249,,,FAM86C2P,,,
5046,26522,chr8,960988,961118,+,0,,Intergenic,Intergenic,-279827,NM_207332,ERICH1,NM_207332,,,ERICH1,,,
5047,7116,chr14,101058847,101058945,+,0,,Intergenic,Intergenic,-22765,NM_020836,BEGAIN,NM_001159531,,,BEGAIN,,,
5048,21720,chr5,180497542,180497688,+,0,,Intergenic,Intergenic,30390,NM_152547,BTNL9,NM_152547,,,BTNL9,,,
5049,27349,chr9,140062162,140062300,+,0,,TTS (NM_001013653),-TTS (NM_001013653),1491,NR_037416,MIR3621,NR_037416,,,MIR3621,,,
5050,9380,chr16,4742989,4743043,+,0,,promoter-TSS (NM_001193452),-promoter-TSS (NM_001193452),-678,NM_032349,NUDT16L1,NM_032349,,,NUDT16L1,,,
5051,22135,chr5,56719235,56719308,+,0,,Intergenic,Intergenic,59365,NM_001017992,ACTBL2,NM_001017992,,,ACTBL2,,,
5052,27283,chr9,139481746,139481787,+,0,,Intergenic,Intergenic,-41055,NR_039821,MIR4674,NR_039821,,,MIR4674,,,
5053,3489,chr11,104237218,104237261,+,0,,Intergenic,Intergenic,-202212,NM_025208,PDGFD,NM_033135,,,PDGFD,,,
5054,6393,chr12,99288167,99288267,+,0,,"intron (NM_181670, intron 3 of 12)","-intron (NM_181670, intron 3 of 12)",457,NM_001204079,ANKS1B,NM_152788,,,ANKS1B,,,
5055,18308,chr3,137483621,137483683,+,0,,"exon (NM_004189, exon 1 of 1)","-exon (NM_004189, exon 1 of 1)",518,NM_004189,SOX14,NM_004189,,,SOX14,,,
5056,4187,chr11,30607422,30607475,+,0,,"intron (NM_001145399, intron 1 of 6)","-intron (NM_001145399, intron 1 of 6)",482,NM_001145399,MPPED2,NM_001584,,,MPPED2,,,
5057,13064,chr19,39137668,39137734,+,0,,promoter-TSS (NM_004924),-promoter-TSS (NM_004924),-566,NM_004924,ACTN4,NM_004924,,,ACTN4,,,
5058,15981,chr20,34894914,34894963,+,0,,Intergenic,Intergenic,70491,NM_015511,C20orf4,NM_015511,,,C20orf4,,,
5059,19738,chr4,176264756,176264821,+,0,,Intergenic,Intergenic,425279,NM_001130704,ADAM29,NM_001130705,,,ADAM29,,,
5060,13185,chr19,42417495,42417594,+,0,,Intergenic,Intergenic,29098,NM_199002,ARHGEF1,NM_198977,,,ARHGEF1,,,
5061,228,chr1,13836687,13836751,+,0,,"intron (NM_001010847, intron 1 of 1)","-intron (NM_001010847, intron 1 of 1)",3523,NM_001010847,LRRC38,NM_001010847,,,LRRC38,,,
5062,18215,chr3,128388080,128388146,+,0,,Intergenic,Intergenic,-18394,NM_002950,RPN1,NM_002950,,,RPN1,,,
5063,14527,chr2,14774508,14774628,+,0,,"exon (NM_145175, exon 2 of 2)","-exon (NM_145175, exon 2 of 2)",1758,NM_145175,FAM84A,NM_145175,,,FAM84A,,,
5064,21241,chr5,160498394,160498458,+,0,,Intergenic,Intergenic,-132793,NR_027111,LOC285629,NR_027111,,,LOC285629,,,
5065,4599,chr11,66812263,66812369,+,0,,"intron (NM_177963, intron 6 of 7)","-intron (NM_001177880, intron 6 of 7)",-11973,NM_014578,RHOD,NM_014578,,,RHOD,,,
5066,10208,chr17,1002070,1002117,+,0,,"intron (NM_021962, intron 3 of 22)","-intron (NM_001092, intron 2 of 21)",10231,NM_001092,ABR,NM_001159746,,,ABR,,,
5067,20443,chr4,7241049,7241127,+,0,,"intron (NM_020777, intron 1 of 26)","-intron (NM_020777, intron 1 of 26)",46714,NM_020777,SORCS2,NM_020777,,,SORCS2,,,
5068,96,chr1,110693699,110693756,+,0,,"intron (NM_001010898, intron 1 of 11)","-intron (NM_001010898, intron 1 of 11)",595,NM_001010898,SLC6A17,NM_001010898,,,SLC6A17,,,
5069,15054,chr2,237544275,237544377,+,0,,Intergenic,Intergenic,65946,NM_020311,CXCR7,NM_020311,,,CXCR7,,,
5070,25751,chr8,144766334,144766470,+,0,,promoter-TSS (NM_001100598),-promoter-TSS (NM_001100598),-220,NM_001100598,ZNF707,NM_001100598,,,ZNF707,,,
5071,19784,chr4,181852374,181852452,+,0,,Intergenic,Intergenic,227889,NR_033918,LINC00290,NR_033918,,,LINC00290,,,
5072,12553,chr19,20423652,20423697,+,0,,Intergenic,Intergenic,86489,NR_036053,MIR1270-1,NR_036053,,,MIR1270-1,,,
5073,10196,chr16,965594,965722,+,0,,"intron (NM_022773, intron 2 of 10)","-intron (NM_022773, intron 2 of 10)",55326,NR_033646,LMF1,NM_022773,,,LMF1,,,
5074,17529,chr22,42196060,42196186,+,0,,promoter-TSS (NM_024821),-promoter-TSS (NM_024821),-555,NM_024821,CCDC134,NM_024821,,,CCDC134,,,
5075,5904,chr12,38545497,38545595,+,0,,Intergenic,Intergenic,-165011,NM_001013620,ALG10B,NM_001013620,,,ALG10B,,,
5076,16301,chr20,59828168,59828256,+,0,,"intron (NM_001794, intron 1 of 15)","-intron (NM_001794, intron 1 of 15)",730,NM_001794,CDH4,NM_001794,,,CDH4,,,
5077,7824,chr14,87044176,87044343,+,0,,Intergenic,Intergenic,-327863,NR_038445,LOC283585,NR_038445,,,LOC283585,,,
5078,4566,chr11,65768547,65768661,+,0,,promoter-TSS (NM_001143985),-promoter-TSS (NM_001143985),-946,NM_003860,BANF1,NM_001143985,,,BANF1,,,
5079,6402,chr13,100060498,100060545,+,0,,Intergenic,Intergenic,-1967,NR_039765,MIR548AN,NR_039765,,,MIR548AN,,,
5080,4557,chr11,65325228,65325291,+,0,,"exon (NM_001130144, exon 1 of 28)","-exon (NM_001130144, exon 1 of 28)",440,NM_021070,LTBP3,NM_001164266,,,LTBP3,,,
5081,9796,chr16,79736700,79736832,+,0,,Intergenic,Intergenic,-102144,NM_005360,MAF,NM_005360,,,MAF,,,
5082,6154,chr12,58059049,58059127,+,0,,Intergenic,Intergenic,-28650,NM_006812,OS9,NM_006812,,,OS9,,,
5083,26145,chr8,4851457,4851533,+,0,,"intron (NM_033225, intron 1 of 69)","-intron (NM_033225, intron 1 of 69)",833,NM_033225,CSMD1,NM_033225,,,CSMD1,,,
5084,25172,chr8,108840407,108840487,+,0,,Intergenic,Intergenic,255466,NM_178565,RSPO2,NM_178565,,,RSPO2,,,
5085,5922,chr12,3879847,3879913,+,0,,Intergenic,Intergenic,-17514,NM_001144958,EFCAB4B,NM_032680,,,EFCAB4B,,,
5086,5846,chr12,3420425,3420510,+,0,,Intergenic,Intergenic,-70048,NM_001256536,PRMT8,NM_001256537,,,PRMT8,,,
5087,8065,chr15,25334880,25334961,+,0,,promoter-TSS (NR_003336),-promoter-TSS (NR_003336),-149,NR_003336,SNORD116-22,NR_003336,,,SNORD116-22,,,
5088,8062,chr15,25222509,25222593,+,0,,"intron (NM_022808, intron 9 of 11)","-intron (NM_003097, intron 7 of 9)",-4590,NR_022011,PAR-SN,NR_022011,,,PAR-SN,,,
5089,3918,chr11,1715558,1715605,+,0,,"intron (NM_053005, intron 1 of 5)","-intron (NM_053005, intron 1 of 5)",-2844,NM_001012416,KRTAP5-6,NM_001012416,,,KRTAP5-6,,,
5090,27386,chr9,140208990,140209080,+,0,,"intron (NM_017820, intron 19 of 21)","-intron (NM_017820, intron 19 of 21)",-12332,NM_001004354,NRARP,NM_001004354,,,NRARP,,,
5091,23863,chr7,1364830,1364869,+,0,,Intergenic,Intergenic,92195,NM_001080461,UNCX,NM_001080461,,,UNCX,,,
5092,5279,chr12,121477516,121477654,+,0,,promoter-TSS (NM_003733),-promoter-TSS (NM_003733),-805,NM_198213,OASL,NM_003733,,,OASL,,,
